Hate_Speech,Counter_Narrative,Counter_Type,Target_Group
"خوب که چی؟😒 فیلم گرفتی ازش دادی دست سپاه که چی؟ اصلا همه بی حجابا رو بکنید تو گونی! اعتقاد و ایمان به حجاب و عفاف پیدا کرد؟ جامعه اصلاح شد؟ سپاه بهت جایزه داد؟ به محض اینکه بتونه واسه تلافی کار تو لخت نمیشه؟ گاوی تو؟
هرچی میکشیم ازین مثلا مذهبیای خود خدا پنداره","
درک می‌کنم که از برخی رفتارها و تندروی‌ها ناراحت و دلخوری. همه ما حق داریم تو جامعه‌ای زندگی کنیم که با احترام و آرامش کنار هم باشیم. اما توهین و تند حرف زدن فقط فاصله‌ها رو بیشتر می‌کنه. هیچ‌کس با زور و تحقیر به اعتقاد واقعی نمی‌رسه. بیایم به جای تخریب، برای ساختن یه جامعه بهتر با هم همکاری کنیم.",Positive Response,گروه مذهبی
"من زنده‌ام اما ن برای اینکه حقمو یع مشت بی سواد عبا ب دوش بخورن
#مهسا_امینی 
#MashaAmini",زنده بودن و ایستادن برای حقوق خودت ارزشمنده و حق هر آدمیه. اما چرا به جای توهین به دیگران، با گفت‌وگو و استدلال از حق خودمون دفاع نکنیم؟ همه ما، با هر باور و ظاهری، می‌تونیم با احترام کنار هم باشیم و برای عدالت تلاش کنیم.,"Counter question, Positive Response",گروه مذهبی
"آقا جان مذهبی هستین دین و اعتقاد دارین، خداتون خیرتون بده، دینتون واسه خودتون
برین مشهدی قمی جایی متمرکز، اونجا زندگی کنین همه با حجاب باشین
چند همسری کودک همسری داشته باشین، به بچه ها تجاوز کنین، سگ نداشته باشین، مشروب نخورین، بزن برقص نداشته باشید، کنسرت نداشته باشید....",دین و اعتقاد یه انتخاب شخصیه و هرکسی می‌تونه سبک زندگی خودش رو داشته باشه، بدون اینکه به بقیه تحمیل کنه. اگه کسی مذهبیه، لزومی نداره همه رو مجبور به هم‌رنگیش کنه، همون‌طور که تو هم نمی‌تونی همه رو مجبور کنی مثل تو زندگی کنن. این چیزا به زور نمی‌شه؛ هرکی راه خودش رو می‌ره.,"Denouncing ,Positive Response",گروه مذهبی
"اینا شوخی نمیکنن
ادا در نمیارن
واقعا کسخلن
رائفی پور که خداروشکر میکرد ممنوع التصویره دارن میارن که بگه اینا داستان داره...میگم برات...
#مهسا_امینی
#شیعه_روسی",فحاشی راه درستی برای بیان یک انتقاد نیست و ممکن هست باعث تخریب شخصیت شما شود.,"Denouncing, Warning of consequences",گروه مذهبی
مسیحی اونقدر ارزش نداره که برای تمرینش اینقدر وقت بذاری مرد؛ برو چهارتا فیلم ببین این مسخره بازیا چیه؟,چرا باید ارزش انسانهارو از روی اعتقادات و دینشون بسنجیم؟ این پیامت به این اشاره داره که کسی که خودش انتخاب کرده پیرو دین مسیح باشه فاقد ارزش قایل شدنه. بنظرت این جمله چقدر با ارزش های انسانی مطابقت داره؟,"Denouncing ,Counter questions",گروه مذهبی
"یه عمر عرعر میکردید که این لباس پیامبره و جالب اینکه این لباس علاوه  بر تن وهابی ها و سلفی ها و داعشی ها و آخوندها وخلاصه تموم ارازل و اوباش امشب برتن یک یهودی هم پوشانده شد تا دنیا ببینه زیر عبا رفتن فقط واسه پوله
#مهسا_امینی 
#آیت_الله_مسی",درک می‌کنم که از برخی رفتارها یا تناقض‌هایی که به نظرت میاد عصبانی و دلخوری.اما اینو باید در نظر بگیریم لباس یا ظاهر آدما نمی‌تونه معیار درستی برای قضاوت درباره نیت و ارزش‌هاشون باشه.,"Denouncing ,Positive Response",گروه مذهبی
خطاب به مادر حسین زینال زاده: آخه زن کثیف،آخه هرجایی، پول مفتخور،لعنت به حرامزادت،لعنت به دین اسلامت،بچت غلط کردکه تواون کوچه داشته فحش میداد.فکرکردی این بچه روکشتید،همه چیز تمام.لجن،فاحشه،کل مستراح به دین اسلامیون که همیشه دنبال نفرت هستید،همیشه دنبال زور هستید. #توماج_صالحی,می‌فهمم که خشم و ناراحتی از اتفاقات اخیر باعث شده این کلمات تند بکار ببری. اما توهین و نفرت‌پراکنی، به‌ویژه علیه یه مادر یا عقاید یه گروه، نه‌تنها چیزی رو حل نمی‌کنه، بلکه فقط کینه و دشمنی رو بیشتر می‌کنه. نفرت فقط ما رو از هم دورتر می‌کنه، اما احترام و گفت‌وگو می‌تونه راه حلی برای کمتر کردن اختلافات بشه.,"Positive Response ,Warning of consequences",گروه مذهبی
آخونده تو تلویزیون میگه : تو شکم مادرم بود، مادرم میخواست غذای حرام بخوره من ده بار به شکم مادرم چنان لگد زدم تا لقمه‌ی حروم از دستش افتاد و نخورد. این فیلمنامه ش حتی تو کلید اسرار هم قفله,"
می‌فهمم که شنیدن بعضی حرف‌ها ممکنه باعث تعجب یا حتی خنده بشه، چون گاهی ادعاها خیلی دور از ذهن به نظر میان. همه آدما ممکنه داستان‌ها یا باورهایی داشته باشن که به نظر بقیه عجیب بیاد. ","Denouncing ,Positive Response",گروه مذهبی
"ببخشید اگه ما عزا دار نیستیم
ولی گوه نخورید نذری‌تونو بخورید.
مرسی",درک می‌کنم که ممکنه از بعضی سنت‌ها یا رفتارها دلخور باشی و مطابق میل و باور تو نباشه. اما اینو در نظر بگیر هرکسی حق داره به شیوه خودش عزاداری کنه یا نکنه، و باید به این موضوع احترام گذاشت.,"Denouncing ,Positive Response",گروه مذهبی
"فرناز فصیحی و نگار مرتضوی، شما هم در کشتار مردم ایران شریکید. شما در بدبخت کردن مردم ایران شریکید. هیچ بخشش و راه نجاتی برای شما نیست. شما همدست خامنه ای قاتل هستید. شما همدست جلادهای این رژیم هستید. 
#مهسا_امینی
#محسن_شکاری",تهدید کردن و با لحن تهدید آمیز صحبت کردن یکی از بدترین و بی اثرترین راه هاست برای انتقال نظراتمون. استفاده از این کلمات مارو از کسایی که این صفات رو براشون استفاده میکنیم متمایز نمیکنه و بر عکس دیدگاهمونو مثل خودشون نشون میده.,Denouncing,گروه مذهبی
تا امروز به مذهب و مذهبی چیزی نگفتم مماشات کردم با برخی دوستان.اما هر مذهبی دهن دریده ای هر چه از دهن نجسش در میاد میگه و ما باز هم سکوت.شما مذهبی ها در دعاهاتون کسی که حب علی نداشته باشه رو حرام زاده می دونید.به کیرم بوده تا الآن ولی از امروز مقابله به مثل میکنم.حق مشروع دفاع,دعاها و حرفای مذهبی که می‌گی، همه‌جا بین مذهبی‌ها نیست؛ یه سری افراطی‌ان که این جوری حرف می‌زنن. مقابله به مثل حقته اگه بهت توهین شده، ولی جواب فحش با فحش فقط چرخه نفرت رو بیشتر می‌کنه.,Positive Response,گروه مذهبی
